"index";"mediana";"mean global";"desvio";"mean blue";"desv blue";"mean green";"desv green";"mean red";"desv red";"R/G mean";"R/B mean";"R/G desv";"R/B desv"
330;"121,000";"101,750";"45,770";"43,730";"15,946";"129,260";"21,788";"132,260";"22,399";"1,023";"3,024";"1,028";"8,294"
331;"94,500";"91,040";"48,242";"42,080";"25,180";"115,510";"36,448";"115,530";"37,734";"1,000";"2,745";"1,035";"4,588"
332;"79,000";"81,793";"44,865";"38,500";"25,451";"103,260";"33,920";"103,620";"37,800";"1,003";"2,691";"1,114";"4,071"
333;"83,500";"82,107";"40,152";"43,390";"26,806";"105,630";"30,471";"97,300";"30,106";"0,921";"2,242";"0,988";"3,630"
334;"80,500";"83,367";"43,951";"42,660";"27,523";"107,690";"34,590";"99,750";"36,386";"0,926";"2,338";"1,052";"3,624"
335;"83,500";"90,817";"46,591";"45,910";"25,110";"115,590";"36,835";"110,950";"38,589";"0,960";"2,417";"1,048";"4,419"
336;"92,500";"92,870";"44,202";"51,200";"27,867";"116,810";"35,141";"110,600";"35,014";"0,947";"2,160";"0,996";"3,969"
337;"73,500";"75,353";"39,190";"41,720";"28,456";"96,600";"32,061";"87,740";"32,153";"0,908";"2,103";"1,003";"3,083"
338;"72,000";"72,450";"37,544";"38,320";"26,213";"94,120";"29,778";"84,910";"29,412";"0,902";"2,216";"0,988";"3,239"
339;"67,000";"72,803";"38,999";"49,510";"34,356";"90,700";"35,725";"78,200";"34,843";"0,862";"1,579";"0,975";"2,276"
340;"105,500";"104,480";"30,255";"97,640";"34,163";"113,260";"27,195";"102,540";"26,679";"0,905";"1,050";"0,981";"3,001"
341;"103,500";"105,607";"19,865";"113,520";"17,364";"106,360";"19,758";"96,940";"18,806";"0,911";"0,854";"0,952";"5,583"
342;"90,000";"95,147";"15,924";"115,480";"4,659";"90,340";"5,144";"79,620";"5,907";"0,881";"0,689";"1,148";"17,088"
343;"84,000";"88,287";"16,247";"109,620";"3,059";"83,820";"3,204";"71,420";"3,573";"0,852";"0,652";"1,115";"23,350"
344;"82,000";"84,523";"14,606";"100,300";"11,314";"82,420";"5,836";"70,850";"6,136";"0,860";"0,706";"1,051";"6,262"
345;"68,000";"69,590";"21,063";"63,390";"23,768";"77,050";"18,243";"68,330";"18,374";"0,887";"1,078";"1,007";"2,875"
346;"57,000";"56,560";"20,708";"50,470";"21,500";"64,320";"19,474";"54,890";"18,571";"0,853";"1,088";"0,954";"2,553"
347;"58,500";"57,493";"25,465";"52,800";"25,779";"64,550";"24,925";"55,130";"24,127";"0,854";"1,044";"0,968";"2,139"
348;"70,000";"66,187";"26,124";"46,150";"25,959";"79,310";"19,360";"73,100";"19,421";"0,922";"1,584";"1,003";"2,816"
349;"90,000";"86,607";"22,415";"73,310";"25,006";"97,220";"17,098";"89,290";"17,116";"0,918";"1,218";"1,001";"3,571"
350;"57,000";"56,770";"31,209";"24,550";"17,313";"76,550";"21,853";"69,210";"23,677";"0,904";"2,819";"1,083";"3,998"
351;"74,000";"71,187";"36,358";"33,160";"17,312";"93,750";"25,645";"86,650";"28,534";"0,924";"2,613";"1,113";"5,005"
352;"49,000";"50,627";"30,105";"21,260";"17,699";"70,200";"21,647";"60,420";"24,405";"0,861";"2,842";"1,127";"3,414"
353;"60,000";"55,247";"28,378";"23,570";"16,923";"75,190";"17,059";"66,980";"17,315";"0,891";"2,842";"1,015";"3,958"
354;"39,000";"39,653";"25,484";"13,440";"12,932";"55,870";"19,379";"49,650";"18,855";"0,889";"3,694";"0,973";"3,839"
355;"75,000";"65,193";"32,477";"27,140";"13,902";"87,530";"20,009";"80,910";"19,405";"0,924";"2,981";"0,970";"5,820"
356;"60,500";"57,550";"30,404";"26,730";"16,515";"76,520";"23,383";"69,400";"22,439";"0,907";"2,596";"0,960";"4,202"
357;"62,000";"64,650";"38,764";"30,840";"22,327";"83,190";"32,999";"79,920";"34,647";"0,961";"2,591";"1,050";"3,580"
358;"59,000";"62,293";"35,770";"29,100";"20,820";"81,990";"29,374";"75,790";"29,499";"0,924";"2,604";"1,004";"3,640"
359;"92,000";"92,480";"39,609";"50,340";"21,615";"115,450";"26,538";"111,650";"29,397";"0,967";"2,218";"1,108";"5,165"
360;"106,000";"105,803";"42,355";"56,760";"15,335";"134,650";"26,924";"126,000";"27,866";"0,936";"2,220";"1,035";"8,216"
361;"131,500";"113,933";"43,951";"59,620";"18,669";"146,100";"21,445";"136,080";"22,618";"0,931";"2,282";"1,055";"7,289"
362;"125,000";"115,033";"41,353";"65,280";"19,600";"145,580";"22,047";"134,240";"21,966";"0,922";"2,056";"0,996";"6,849"
363;"113,000";"111,503";"36,420";"71,180";"23,451";"136,820";"22,186";"126,510";"21,094";"0,925";"1,777";"0,951";"5,395"
364;"110,000";"108,043";"30,794";"86,910";"32,979";"123,550";"22,799";"113,670";"22,774";"0,920";"1,308";"0,999";"3,447"
365;"96,000";"93,547";"25,653";"90,420";"34,856";"101,080";"18,075";"89,140";"18,617";"0,882";"0,986";"1,030";"2,557"
366;"93,500";"91,870";"13,978";"98,640";"17,616";"92,470";"8,617";"84,500";"10,054";"0,914";"0,857";"1,167";"4,797"
367;"91,000";"93,840";"14,969";"112,070";"6,543";"90,110";"6,003";"79,340";"6,075";"0,880";"0,708";"1,012";"12,127"
368;"89,000";"92,323";"15,055";"111,340";"4,642";"88,340";"5,125";"77,290";"5,350";"0,875";"0,694";"1,044";"16,652"
369;"90,000";"94,113";"16,387";"114,580";"5,631";"90,310";"5,880";"77,450";"5,324";"0,858";"0,676";"0,905";"13,755"
370;"88,000";"91,840";"18,101";"112,440";"12,065";"88,560";"7,419";"74,520";"6,871";"0,841";"0,663";"0,926";"6,176"
371;"89,500";"91,673";"18,388";"112,310";"12,302";"88,300";"7,688";"74,410";"8,283";"0,843";"0,663";"1,077";"6,049"
372;"90,500";"89,657";"16,106";"85,390";"19,666";"97,150";"11,716";"86,430";"13,018";"0,890";"1,012";"1,111";"4,395"
373;"78,000";"68,177";"32,453";"27,880";"16,622";"88,980";"14,877";"87,670";"15,012";"0,985";"3,145";"1,009";"5,274"
374;"78,000";"73,600";"34,697";"34,570";"20,668";"95,570";"20,987";"90,660";"21,143";"0,949";"2,623";"1,007";"4,386"
375;"68,000";"71,463";"43,242";"26,510";"20,577";"96,180";"34,716";"91,700";"30,654";"0,953";"3,459";"0,883";"4,456"
376;"63,000";"65,693";"42,553";"20,870";"20,403";"91,300";"31,978";"84,910";"30,972";"0,930";"4,069";"0,969";"4,162"
377;"69,500";"68,600";"39,085";"26,960";"22,371";"94,120";"25,832";"84,720";"27,751";"0,900";"3,142";"1,074";"3,787"
378;"78,000";"79,890";"44,688";"31,840";"23,133";"108,740";"30,794";"99,090";"31,591";"0,911";"3,112";"1,026";"4,284"
379;"84,000";"93,000";"39,198";"56,520";"24,652";"115,560";"32,062";"106,920";"30,665";"0,925";"1,892";"0,956";"4,337"
380;"79,000";"82,440";"24,233";"74,920";"26,484";"91,420";"21,332";"80,980";"21,586";"0,886";"1,081";"1,012";"3,058"
381;"72,000";"74,907";"19,621";"79,590";"22,415";"78,870";"15,619";"66,260";"17,211";"0,840";"0,833";"1,102";"2,956"
382;"78,000";"80,787";"16,756";"97,330";"17,445";"78,790";"4,850";"66,240";"5,010";"0,841";"0,681";"1,033";"3,797"
383;"80,000";"81,130";"17,371";"98,850";"15,379";"79,630";"7,260";"64,910";"6,058";"0,815";"0,657";"0,834";"4,221"
384;"85,000";"87,927";"17,022";"108,070";"7,973";"85,110";"6,180";"70,600";"7,323";"0,830";"0,653";"1,185";"8,855"
385;"89,500";"91,063";"17,282";"111,610";"8,019";"88,150";"6,521";"73,430";"6,897";"0,833";"0,658";"1,058";"9,157"
386;"98,000";"101,760";"16,764";"122,150";"6,333";"99,000";"5,865";"84,130";"5,868";"0,850";"0,689";"1,000";"13,284"
387;"95,000";"95,483";"17,680";"114,300";"11,330";"93,560";"9,480";"78,590";"8,737";"0,840";"0,688";"0,922";"6,936"
388;"93,000";"95,070";"17,387";"113,920";"11,033";"92,400";"9,103";"78,890";"8,838";"0,854";"0,693";"0,971";"7,150"
389;"97,000";"99,220";"16,597";"117,550";"10,388";"97,190";"7,377";"82,920";"7,630";"0,853";"0,705";"1,034";"7,982"
390;"100,000";"100,510";"13,346";"110,110";"12,497";"100,470";"9,914";"90,950";"9,813";"0,905";"0,826";"0,990";"7,278"
391;"73,000";"69,053";"26,244";"71,710";"32,719";"72,020";"22,143";"63,430";"21,401";"0,881";"0,885";"0,966";"1,939"
392;"90,000";"90,600";"16,023";"106,430";"11,475";"88,560";"9,445";"76,810";"10,217";"0,867";"0,722";"1,082";"6,694"
393;"86,000";"86,030";"16,123";"102,960";"10,078";"83,950";"9,007";"71,180";"9,257";"0,848";"0,691";"1,028";"7,063"
394;"84,000";"86,563";"16,731";"100,170";"17,852";"86,390";"9,334";"73,130";"8,266";"0,847";"0,730";"0,886";"4,097"
395;"88,000";"89,333";"19,232";"94,300";"26,800";"94,580";"10,966";"79,120";"10,706";"0,837";"0,839";"0,976";"2,952"
396;"86,000";"84,293";"18,582";"80,530";"28,905";"91,810";"7,613";"80,540";"7,593";"0,877";"1,000";"0,997";"2,786"
397;"80,000";"72,660";"24,526";"44,150";"17,439";"90,380";"11,406";"83,450";"11,274";"0,923";"1,890";"0,988";"4,785"
398;"74,000";"70,177";"30,128";"35,300";"14,641";"92,000";"18,707";"83,230";"17,198";"0,905";"2,358";"0,919";"5,685"
399;"72,000";"67,077";"27,126";"43,940";"25,906";"82,200";"18,961";"75,090";"18,670";"0,914";"1,709";"0,985";"2,899"
400;"129,000";"99,930";"50,539";"28,930";"2,692";"141,730";"2,481";"129,130";"2,862";"0,911";"4,464";"1,154";"47,974"
401;"129,000";"100,900";"50,280";"30,360";"3,511";"142,730";"3,165";"129,610";"3,449";"0,908";"4,269";"1,090";"36,910"
402;"132,000";"103,917";"51,516";"31,800";"5,420";"147,230";"3,544";"132,720";"3,658";"0,901";"4,174";"1,032";"24,486"
403;"86,000";"87,843";"47,416";"33,260";"18,673";"119,790";"31,760";"110,480";"29,581";"0,922";"3,322";"0,931";"5,916"
404;"78,000";"79,110";"14,228";"88,680";"17,832";"79,110";"6,536";"69,540";"7,965";"0,879";"0,784";"1,219";"3,900"
405;"72,000";"75,133";"16,002";"95,770";"2,969";"72,140";"2,600";"57,490";"2,548";"0,797";"0,600";"0,980";"19,361"
406;"71,000";"74,183";"15,971";"94,770";"3,171";"71,280";"2,159";"56,500";"2,364";"0,793";"0,596";"1,095";"17,816"
407;"72,000";"75,110";"16,476";"95,840";"5,379";"72,060";"3,972";"57,430";"4,246";"0,797";"0,599";"1,069";"10,677"
408;"75,000";"78,540";"17,075";"100,490";"4,173";"74,580";"4,271";"60,550";"4,232";"0,812";"0,603";"0,991";"14,512"
409;"76,000";"79,233";"17,378";"101,180";"5,156";"75,320";"5,403";"61,200";"5,292";"0,813";"0,605";"0,979";"11,869"
410;"82,000";"85,140";"17,436";"107,260";"5,135";"81,180";"5,072";"66,980";"5,014";"0,825";"0,624";"0,989";"13,043"
411;"80,000";"84,817";"16,128";"105,420";"5,123";"80,740";"4,542";"68,290";"4,387";"0,846";"0,648";"0,966";"13,330"
412;"81,000";"83,883";"16,587";"103,990";"7,402";"79,630";"6,893";"68,030";"7,026";"0,854";"0,654";"1,019";"9,191"
413;"85,500";"87,980";"14,735";"105,860";"6,263";"84,440";"6,129";"73,640";"6,056";"0,872";"0,696";"0,988";"11,759"
414;"88,000";"89,150";"14,028";"104,830";"7,316";"86,860";"7,347";"75,760";"7,240";"0,872";"0,723";"0,985";"10,356"
415;"88,000";"88,920";"14,393";"104,560";"8,055";"86,520";"8,033";"75,680";"8,147";"0,875";"0,724";"1,014";"9,395"
416;"89,000";"91,157";"15,170";"108,430";"8,208";"88,020";"7,574";"77,020";"7,588";"0,875";"0,710";"1,002";"9,384"
417;"83,000";"85,490";"15,200";"103,020";"8,926";"82,820";"6,115";"70,630";"6,390";"0,853";"0,686";"1,045";"7,913"
418;"80,000";"81,403";"14,737";"91,650";"19,101";"82,420";"5,402";"70,140";"4,960";"0,851";"0,765";"0,918";"3,672"
419;"79,000";"74,037";"30,331";"45,430";"29,696";"94,910";"16,918";"81,770";"16,675";"0,862";"1,800";"0,986";"2,754"
420;"58,000";"53,107";"32,982";"15,740";"16,659";"78,850";"20,252";"64,730";"19,539";"0,821";"4,112";"0,965";"3,886"
421;"58,000";"53,023";"31,349";"16,690";"14,473";"76,400";"18,730";"65,980";"18,804";"0,864";"3,953";"1,004";"4,559"
422;"81,000";"71,087";"37,240";"24,940";"14,887";"98,390";"19,180";"89,930";"18,464";"0,914";"3,606";"0,963";"6,041"
423;"76,000";"66,057";"38,802";"17,290";"14,525";"94,760";"19,192";"86,120";"18,243";"0,909";"4,981";"0,951";"5,929"
424;"59,500";"53,207";"32,728";"13,410";"13,878";"76,350";"17,724";"69,860";"17,603";"0,915";"5,210";"0,993";"5,034"
425;"117,500";"89,333";"50,530";"22,890";"9,869";"127,570";"20,967";"117,540";"21,226";"0,921";"5,135";"1,012";"11,910"
426;"127,500";"96,603";"52,199";"23,390";"5,625";"138,760";"4,686";"127,660";"4,309";"0,920";"5,458";"0,919";"22,696"
427;"128,000";"98,777";"53,884";"23,430";"5,586";"143,850";"5,443";"129,050";"4,948";"0,897";"5,508";"0,909";"23,102"
428;"76,000";"79,907";"46,439";"28,040";"16,470";"110,550";"33,625";"101,130";"31,436";"0,915";"3,607";"0,935";"6,140"
429;"76,500";"77,483";"13,108";"90,090";"9,736";"76,140";"6,997";"66,220";"9,173";"0,870";"0,735";"1,311";"6,802"
430;"66,000";"67,887";"14,750";"85,840";"5,043";"66,410";"3,792";"51,410";"4,109";"0,774";"0,599";"1,083";"10,194"
431;"65,000";"66,290";"14,411";"84,010";"3,500";"65,290";"2,762";"49,570";"2,927";"0,759";"0,590";"1,060";"14,163"
432;"65,000";"66,713";"14,986";"85,450";"3,853";"65,000";"2,796";"49,690";"2,697";"0,764";"0,582";"0,964";"12,896"
433;"68,000";"71,423";"16,540";"92,520";"4,747";"68,110";"3,513";"53,640";"3,687";"0,788";"0,580";"1,050";"11,301"
434;"71,500";"74,947";"15,683";"94,460";"6,808";"71,980";"4,101";"58,400";"3,370";"0,811";"0,618";"0,822";"8,578"
435;"75,000";"77,293";"15,051";"95,680";"5,730";"75,440";"3,988";"60,760";"4,005";"0,805";"0,635";"1,004";"10,603"
436;"77,000";"78,343";"13,599";"94,960";"5,479";"76,540";"3,556";"63,530";"3,654";"0,830";"0,669";"1,027";"11,595"
437;"80,000";"82,243";"14,310";"99,610";"5,781";"79,580";"5,374";"67,540";"5,212";"0,849";"0,678";"0,970";"11,683"
438;"85,500";"88,503";"14,194";"105,850";"5,615";"85,310";"5,569";"74,350";"5,520";"0,872";"0,702";"0,991";"13,241"
439;"80,000";"82,120";"12,438";"96,770";"5,502";"80,530";"4,757";"69,060";"4,845";"0,858";"0,714";"1,019";"12,551"
440;"81,000";"82,190";"12,940";"96,900";"6,749";"80,560";"5,657";"69,110";"5,889";"0,858";"0,713";"1,041";"10,240"
441;"75,000";"76,290";"13,405";"90,970";"7,169";"74,980";"6,745";"62,920";"6,800";"0,839";"0,692";"1,008";"8,777"
442;"72,000";"73,707";"15,469";"71,700";"16,392";"80,830";"13,783";"68,590";"13,352";"0,849";"0,957";"0,969";"4,184"
443;"76,000";"68,973";"35,485";"29,680";"20,529";"96,280";"21,936";"80,960";"21,017";"0,841";"2,728";"0,958";"3,944"
444;"66,000";"62,103";"35,727";"21,410";"18,813";"88,210";"21,711";"76,690";"21,301";"0,869";"3,582";"0,981";"4,076"
445;"69,500";"64,620";"38,175";"20,780";"17,694";"92,820";"23,609";"80,260";"23,233";"0,865";"3,862";"0,984";"4,536"
446;"47,000";"45,567";"31,430";"10,670";"13,618";"68,100";"21,511";"57,930";"20,904";"0,851";"5,429";"0,972";"4,254"
447;"56,000";"52,663";"33,453";"14,600";"13,853";"75,490";"22,632";"67,900";"21,242";"0,899";"4,651";"0,939";"4,902"
448;"50,000";"42,593";"26,884";"8,780";"8,931";"62,460";"13,759";"56,540";"12,906";"0,905";"6,440";"0,938";"6,330"
449;"44,000";"40,317";"25,889";"10,530";"11,756";"57,680";"16,279";"52,740";"16,259";"0,914";"5,009";"0,999";"4,486"
450;"59,000";"57,947";"32,750";"24,450";"19,922";"79,070";"23,144";"70,320";"23,748";"0,889";"2,876";"1,026";"3,530"
451;"71,000";"69,800";"36,799";"33,110";"24,670";"93,700";"25,635";"82,590";"26,756";"0,881";"2,494";"1,044";"3,348"
452;"71,000";"73,127";"32,122";"49,130";"26,101";"89,650";"27,939";"80,600";"26,999";"0,899";"1,641";"0,966";"3,088"
453;"68,000";"66,760";"18,002";"69,060";"25,508";"69,340";"11,133";"61,880";"12,724";"0,892";"0,896";"1,143";"2,426"
454;"67,000";"66,303";"12,797";"80,410";"5,882";"66,780";"4,083";"51,720";"5,303";"0,774";"0,643";"1,299";"8,792"
455;"63,500";"61,920";"13,531";"75,820";"8,803";"63,930";"2,840";"46,010";"3,654";"0,720";"0,607";"1,287";"5,227"
456;"58,000";"57,237";"17,082";"65,340";"24,398";"60,080";"7,128";"46,290";"5,974";"0,770";"0,708";"0,838";"1,897"
457;"55,000";"53,140";"19,359";"57,200";"27,431";"58,150";"12,257";"44,070";"9,886";"0,758";"0,770";"0,807";"1,607"
458;"55,500";"55,173";"16,791";"55,200";"25,369";"61,640";"7,686";"48,680";"7,693";"0,790";"0,882";"1,001";"1,919"
459;"45,000";"41,627";"24,016";"32,440";"29,112";"52,260";"18,570";"40,180";"18,395";"0,769";"1,239";"0,991";"1,380"
460;"61,000";"57,557";"22,197";"55,890";"29,483";"64,090";"16,551";"52,690";"16,301";"0,822";"0,943";"0,985";"1,787"
461;"63,000";"57,830";"22,881";"54,540";"31,238";"64,540";"16,083";"54,410";"16,387";"0,843";"0,998";"1,019";"1,742"
462;"65,000";"57,420";"25,428";"53,700";"34,108";"64,820";"18,699";"53,740";"18,564";"0,829";"1,001";"0,993";"1,576"
463;"76,000";"77,250";"12,379";"89,180";"9,746";"77,460";"5,907";"65,110";"6,331";"0,841";"0,730";"1,072";"6,681"
464;"75,000";"74,447";"10,804";"86,130";"5,291";"74,780";"4,491";"62,430";"4,581";"0,835";"0,725";"1,020";"11,800"
465;"73,000";"72,453";"10,308";"84,000";"4,062";"72,930";"3,430";"60,430";"3,519";"0,829";"0,719";"1,026";"14,877"
466;"71,000";"71,163";"11,924";"80,630";"9,171";"72,720";"7,564";"60,140";"8,465";"0,827";"0,746";"1,119";"6,557"
467;"74,000";"71,100";"26,612";"45,630";"25,491";"89,270";"14,890";"78,400";"14,863";"0,878";"1,718";"0,998";"3,076"
468;"65,000";"59,757";"31,277";"22,960";"15,927";"83,960";"17,226";"72,350";"16,911";"0,862";"3,151";"0,982";"4,543"
469;"57,000";"54,530";"33,854";"17,100";"14,697";"78,590";"23,723";"67,900";"22,381";"0,864";"3,971";"0,943";"4,620"
470;"50,000";"50,743";"34,231";"15,020";"16,543";"73,580";"25,877";"63,630";"24,662";"0,865";"4,236";"0,953";"3,846"
471;"46,000";"43,657";"27,716";"14,460";"15,538";"62,360";"19,676";"54,150";"19,070";"0,868";"3,745";"0,969";"3,485"
472;"47,000";"49,133";"31,403";"19,390";"19,190";"67,780";"25,008";"60,230";"24,685";"0,889";"3,106";"0,987";"3,139"
473;"35,000";"35,250";"23,828";"10,110";"11,097";"50,540";"18,056";"45,100";"17,067";"0,892";"4,461";"0,945";"4,064"
474;"57,500";"62,393";"44,392";"26,850";"29,716";"73,990";"31,745";"86,340";"45,275";"1,167";"3,216";"1,426";"2,905"
475;"43,000";"43,690";"15,295";"49,190";"17,122";"46,730";"12,751";"35,150";"11,561";"0,752";"0,715";"0,907";"2,053"
476;"60,000";"59,477";"13,301";"74,420";"5,456";"60,450";"3,436";"43,560";"3,404";"0,721";"0,585";"0,991";"7,984"
477;"60,000";"60,080";"11,891";"70,760";"11,248";"61,720";"4,101";"47,760";"3,513";"0,774";"0,675";"0,857";"4,246"
478;"43,000";"37,717";"19,154";"24,770";"23,507";"48,100";"12,890";"40,280";"9,995";"0,837";"1,626";"0,775";"1,714"
479;"52,000";"49,363";"20,290";"56,510";"24,915";"52,050";"16,190";"39,530";"14,041";"0,759";"0,700";"0,867";"1,587"
480;"52,000";"47,213";"20,498";"33,040";"23,455";"59,540";"14,329";"49,060";"12,197";"0,824";"1,485";"0,851";"2,092"
481;"47,000";"44,020";"27,063";"12,150";"10,638";"62,960";"16,295";"56,950";"16,639";"0,905";"4,687";"1,021";"5,353"
482;"43,000";"38,097";"24,109";"9,670";"9,529";"56,090";"14,527";"48,530";"14,185";"0,865";"5,019";"0,976";"5,093"
483;"29,500";"31,263";"24,705";"10,900";"14,664";"45,930";"21,914";"36,960";"21,761";"0,805";"3,391";"0,993";"2,520"
484;"13,000";"16,260";"14,764";"5,640";"7,780";"24,530";"14,851";"18,610";"13,643";"0,759";"3,300";"0,919";"2,392"
485;"31,500";"34,383";"25,744";"14,250";"13,549";"47,560";"24,854";"41,340";"23,655";"0,869";"2,901";"0,952";"3,051"
486;"43,500";"39,943";"23,772";"13,130";"11,733";"57,020";"15,158";"49,680";"14,917";"0,871";"3,784";"0,984";"4,234"
487;"42,500";"41,610";"25,842";"14,030";"12,270";"59,840";"18,540";"50,960";"18,131";"0,852";"3,632";"0,978";"4,153"
488;"59,000";"52,047";"24,891";"32,310";"29,258";"66,900";"13,541";"56,930";"13,613";"0,851";"1,762";"1,005";"1,946"
489;"55,000";"49,153";"23,753";"31,560";"29,465";"62,710";"12,626";"53,190";"12,462";"0,848";"1,685";"0,987";"1,805"
490;"64,000";"61,363";"31,186";"43,910";"29,049";"75,020";"27,903";"65,160";"28,101";"0,869";"1,484";"1,007";"2,243"
491;"80,000";"76,467";"31,966";"43,450";"25,367";"97,990";"18,401";"87,960";"19,951";"0,898";"2,024";"1,084";"3,467"
492;"82,000";"68,140";"38,903";"19,210";"16,873";"98,200";"17,122";"87,010";"17,566";"0,886";"4,529";"1,026";"5,157"
493;"60,000";"56,963";"35,767";"16,310";"17,626";"81,890";"22,372";"72,690";"22,479";"0,888";"4,457";"1,005";"4,124"
494;"50,000";"49,607";"32,896";"14,420";"15,665";"72,830";"23,390";"61,570";"23,096";"0,845";"4,270";"0,987";"3,930"
495;"49,000";"45,150";"30,644";"11,170";"12,479";"67,000";"21,823";"57,280";"20,148";"0,855";"5,128";"0,923";"4,590"
496;"34,500";"36,660";"26,494";"12,970";"14,062";"52,320";"23,489";"44,690";"22,033";"0,854";"3,446";"0,938";"3,178"
497;"28,000";"27,803";"19,801";"6,870";"8,873";"40,970";"14,619";"35,570";"14,556";"0,868";"5,178";"0,996";"4,009"
498;"30,500";"32,180";"22,674";"10,480";"12,557";"44,450";"18,502";"41,610";"18,219";"0,936";"3,970";"0,985";"3,314"
499;"88,500";"101,157";"69,471";"64,720";"60,276";"110,460";"62,751";"128,290";"68,974";"1,161";"1,982";"1,099";"2,128"
500;"52,000";"51,333";"13,565";"48,200";"16,279";"59,010";"10,193";"46,790";"9,682";"0,793";"0,971";"0,950";"2,874"
501;"47,000";"44,563";"17,954";"34,210";"21,306";"55,940";"11,570";"43,540";"11,897";"0,778";"1,273";"1,028";"2,044"
502;"39,000";"35,990";"18,948";"18,880";"18,434";"50,350";"10,994";"38,740";"10,482";"0,769";"2,052";"0,953";"2,102"
503;"33,000";"32,983";"22,763";"9,540";"12,611";"47,740";"16,947";"41,670";"16,292";"0,873";"4,368";"0,961";"3,304"
504;"44,000";"44,007";"25,083";"21,370";"15,723";"59,710";"20,647";"50,940";"20,170";"0,853";"2,384";"0,977";"3,240"
505;"55,000";"50,123";"28,341";"16,180";"15,708";"68,910";"15,124";"65,280";"14,122";"0,947";"4,035";"0,934";"4,156"
506;"46,000";"44,113";"28,585";"11,980";"12,554";"63,110";"19,170";"57,250";"18,981";"0,907";"4,779";"0,990";"4,560"
507;"30,500";"33,283";"25,261";"9,550";"11,153";"47,680";"21,852";"42,620";"21,323";"0,894";"4,463";"0,976";"3,821"
508;"19,500";"27,180";"24,617";"8,590";"9,858";"39,220";"24,532";"33,730";"24,197";"0,860";"3,927";"0,986";"3,422"
509;"15,000";"23,567";"22,710";"8,600";"11,293";"34,030";"24,004";"28,070";"22,129";"0,825";"3,264";"0,922";"2,486"
510;"34,500";"35,983";"25,225";"12,660";"11,512";"50,370";"22,515";"44,920";"20,944";"0,892";"3,548";"0,930";"3,902"
511;"28,000";"30,417";"24,215";"10,770";"13,930";"42,110";"22,147";"38,370";"22,103";"0,911";"3,563";"0,998";"2,754"
512;"23,000";"28,970";"26,125";"11,030";"15,981";"40,510";"25,815";"35,370";"25,094";"0,873";"3,207";"0,972";"2,213"
513;"26,000";"30,110";"23,282";"7,010";"7,512";"45,250";"19,706";"38,070";"18,845";"0,841";"5,431";"0,956";"5,068"
514;"28,000";"31,773";"24,842";"9,440";"12,768";"46,860";"21,108";"39,020";"21,540";"0,833";"4,133";"1,020";"3,056"
515;"69,000";"60,387";"39,628";"11,260";"11,510";"89,070";"21,893";"80,830";"21,101";"0,907";"7,179";"0,964";"7,023"
516;"66,500";"57,767";"36,281";"12,900";"14,530";"83,360";"17,839";"77,040";"19,496";"0,924";"5,972";"1,093";"5,302"
517;"78,500";"77,020";"45,811";"25,090";"21,755";"105,040";"28,935";"100,930";"30,529";"0,961";"4,023";"1,055";"4,639"
518;"88,000";"89,303";"48,642";"35,580";"25,777";"117,740";"32,203";"114,590";"32,594";"0,973";"3,221";"1,012";"4,445"
519;"53,500";"55,100";"38,637";"16,410";"17,007";"73,950";"29,689";"74,940";"32,589";"1,013";"4,567";"1,098";"4,406"
520;"79,500";"84,647";"56,168";"24,090";"20,857";"109,100";"35,928";"120,750";"46,585";"1,107";"5,012";"1,297";"5,790"
521;"80,500";"94,593";"61,027";"34,070";"25,761";"116,250";"44,579";"133,460";"53,660";"1,148";"3,917";"1,204";"5,181"
522;"105,500";"102,137";"60,012";"38,360";"22,968";"123,770";"40,540";"144,280";"48,183";"1,166";"3,761";"1,189";"6,282"
523;"85,000";"83,367";"54,510";"25,830";"24,167";"99,310";"37,310";"124,960";"40,536";"1,258";"4,838";"1,086";"5,171"
524;"89,000";"80,580";"47,839";"23,990";"20,204";"94,160";"23,877";"123,590";"25,508";"1,313";"5,152";"1,068";"6,117"
525;"40,000";"39,080";"24,619";"19,150";"15,890";"55,420";"20,992";"42,670";"21,168";"0,770";"2,228";"1,008";"2,685"
526;"33,000";"32,327";"22,316";"9,180";"10,645";"47,710";"16,776";"40,090";"16,326";"0,840";"4,367";"0,973";"3,766"
527;"18,000";"20,350";"16,793";"6,340";"7,944";"31,600";"15,611";"23,110";"14,450";"0,731";"3,645";"0,926";"2,909"
528;"42,000";"40,680";"26,985";"13,720";"14,709";"56,110";"21,094";"52,210";"20,626";"0,930";"3,805";"0,978";"3,550"
529;"34,000";"32,160";"21,664";"7,390";"8,708";"48,370";"14,023";"40,720";"13,634";"0,842";"5,510";"0,972";"4,676"
530;"39,000";"39,293";"26,332";"13,290";"16,092";"53,990";"19,717";"50,600";"20,308";"0,937";"3,807";"1,030";"3,144"
531;"36,000";"39,913";"29,823";"9,470";"11,173";"59,270";"23,847";"51,000";"23,458";"0,860";"5,385";"0,984";"4,565"
532;"60,000";"54,810";"35,952";"15,070";"15,719";"77,040";"25,457";"72,320";"24,546";"0,939";"4,799";"0,964";"4,601"
533;"56,500";"51,310";"33,858";"10,680";"12,068";"73,750";"20,875";"69,500";"19,301";"0,942";"6,507";"0,925";"5,759"
